epoch,angle_diffusion_voxel,angle_combined_diffusion,angle_combined_voxel,angle_sum_combined,angle_deviation_from_90
0,91.01238120773195,20.714741580240712,53.288828479358024,74.00357005959873,-15.99642994040127
1,79.51893003018105,32.16911747168765,38.56843880846843,70.73755628015607,-19.26244371984393
2,78.67258052566591,28.73668987794111,39.90248824254082,68.63917812048193,-21.36082187951807
3,80.3539912639447,30.285422303737313,39.965208559146795,70.25063086288411,-19.74936913711589
4,79.06434487730888,24.917371459503414,38.610623622878215,63.52799508238163,-26.47200491761837
5,81.05630549673647,27.021381898380127,39.6374322262452,66.65881412462534,-23.341185875374663
6,80.5818819501625,21.348740750479863,38.8394140813709,60.18815483185076,-29.81184516814924
7,81.74692552247527,22.000105084913216,39.91614620208951,61.91625128700272,-28.083748712997277
8,83.42636815393075,18.86881793612872,42.71083613758401,61.57965407371273,-28.42034592628727
9,83.56853161445564,25.296764344823643,41.44708768112778,66.74385202595143,-23.256147974048574
10,82.83658601762484,24.441569096469667,38.60710185671281,63.04867095318248,-26.95132904681752
11,82.58085352899008,25.8475288453326,38.929398850928486,64.77692769626108,-25.223072303738917
12,80.71946455226305,29.568908457205215,39.246735651821815,68.81564410902703,-21.184355890972967
13,81.23081009832521,27.203675286442724,38.896444334894895,66.10011962133763,-23.899880378662374
14,81.31739750495478,31.535911279105694,39.49385660266487,71.02976788177057,-18.970232118229433
15,83.03949565374927,25.82328328414202,40.3271573565993,66.15044064074132,-23.849559359258677
16,84.20257146820795,27.910875356640176,41.714104966080114,69.62498032272029,-20.37501967727971
17,85.41122912656755,32.482056835224164,42.345519243382334,74.8275760786065,-15.172423921393502
18,85.68143019585473,32.10615340263389,41.626152451555896,73.73230585418979,-16.26769414581021
19,86.22195732441139,32.04502871056352,39.74942289778318,71.79445160834669,-18.20554839165331
20,86.68998013203988,34.76120510935364,43.62477656933445,78.3859816786881,-11.614018321311903
21,86.30657076757355,30.58444930664207,41.464554613339345,72.04900391998142,-17.950996080018584
22,85.82037070686854,29.15153298476916,39.850328386183726,69.0018613709529,-20.998138629047105
23,86.99757631894387,32.09742219664154,44.528755939874664,76.6261781365162,-13.373821863483798
24,87.32998553010489,32.06330159096204,41.94902693550278,74.01232852646481,-15.987671473535187
25,87.35211502469762,32.944060697299044,40.12460561047187,73.06866630777091,-16.93133369222909
26,87.34995531038919,31.93740284525965,43.12854433655425,75.0659471818139,-14.934052818186103
27,87.01026516831692,32.813453203733765,42.633684804763554,75.44713800849732,-14.552861991502681
28,85.76703629403674,34.055071957488764,42.71791438475483,76.7729863422436,-13.227013657756402
29,85.97987906835844,29.73195014887047,42.306542883976256,72.03849303284673,-17.96150696715327
30,85.2244944218369,33.433397462202606,42.08020381515943,75.51360127736203,-14.486398722637972
31,85.16153194529815,31.715024470479758,42.55400121232434,74.2690256828041,-15.730974317195901
32,85.07688342239791,31.469070190132022,42.07915717810604,73.54822736823806,-16.45177263176194
33,84.58764507527073,30.078717573041907,41.4399421862685,71.51865975931041,-18.48134024068959
34,86.0458271608629,0.0,42.317261869693034,42.317261869693034,-47.682738130306966
35,84.44214548719118,20.95463545431176,39.9334867620057,60.888122216317456,-29.111877783682544
36,85.1133138724601,27.372069696692648,41.97826770378683,69.35033740047948,-20.649662599520525
37,83.67395253274616,26.39964850182599,40.8475100304007,67.24715853222669,-22.752841467773308
38,86.09028056035105,32.200098776637724,43.92623800742715,76.12633678406488,-13.873663215935125
39,86.26974251956791,33.040757094848665,43.162200127155124,76.20295722200379,-13.79704277799621
40,86.03106935115957,29.544419956439675,43.217502580328464,72.76192253676814,-17.23807746323186
41,86.26574452279209,29.628763548981762,41.508734051841316,71.13749760082308,-18.86250239917692
42,85.92215701340676,30.82950152927425,43.72452403225433,74.55402556152858,-15.445974438471424
43,86.51771903727386,32.15355962596729,44.603298730404475,76.75685835637177,-13.243141643628235
44,85.72152703623387,23.217973084491728,41.44462185149389,64.66259493598562,-25.337405064014376
45,87.08971676142656,31.408752749646894,44.215698044144304,75.6244507937912,-14.375549206208802
46,86.53838617514477,33.22559320939784,43.721399949655925,76.94699315905376,-13.053006840946239
47,86.33511059274916,31.09648510206686,37.65014462230336,68.74662972437022,-21.253370275629777
48,86.08962288183648,27.197768256144755,43.95547981599333,71.15324807213808,-18.846751927861916
49,86.58192618961402,22.411331184537374,36.59430062345365,59.00563180799102,-30.994368192008977
50,85.90762892088605,10.01693717262393,38.70460324240806,48.721540415031996,-41.278459584968004
51,86.52587753506226,33.371065702460925,43.04651744927265,76.41758315173357,-13.582416848266433
52,86.86843355469284,32.96740934411162,44.203742989509884,77.1711523336215,-12.828847666378493
53,86.49125217318392,30.216655599416992,43.3005365808418,73.51719218025879,-16.48280781974121
54,86.08862800964182,26.240068814436416,42.763284311160845,69.00335312559726,-20.996646874402742
55,86.89437107423521,25.269087707433236,42.16588271508668,67.43497042251991,-22.56502957748009
56,85.15348529869004,10.8274108654568,37.631970903952606,48.459381769409404,-41.540618230590596
57,87.12883976472254,28.976245311625224,44.634899713332096,73.61114502495732,-16.388854975042676
58,86.93542463170787,9.440939299371776,45.735920318691115,55.17685961806289,-34.82314038193711
59,86.72253942986487,26.43013614217596,44.231197291348586,70.66133343352455,-19.338666566475453
60,85.96880018202359,4.576979717296585,38.31139202938537,42.888371746681955,-47.111628253318045
61,86.3663867065729,22.146119912684807,41.93105200839202,64.07717192107683,-25.922828078923175
62,86.85449542167544,34.43554721827947,40.82165095702488,75.25719817530435,-14.742801824695647
63,86.28831135774792,16.988992209036972,42.01445696181528,59.00344917085225,-30.99655082914775
64,86.78362899799838,15.163262766106417,37.89057720944902,53.053839975555434,-36.946160024444566
65,86.34821883149272,28.668779283476965,43.74034163350954,72.4091209169865,-17.590879083013505
66,86.67435210299112,24.642439206650067,39.97960831607969,64.62204752272976,-25.37795247727024
67,86.89918252868567,27.83530991356505,43.038999870985826,70.87430978455087,-19.125690215449126
68,87.25445673918945,22.93903560475539,45.294085277799915,68.23312088255531,-21.766879117444688
69,86.9280692009285,21.48003802443752,44.41432821193096,65.89436623636848,-24.105633763631516
70,87.47183942117289,19.15806086064282,46.12143894719947,65.27949980784229,-24.720500192157715
71,87.42101707549021,21.477393157678968,40.79590368414233,62.2732968418213,-27.7267031581787
72,87.41202839388652,16.33754373395552,45.54216294239696,61.879706676352484,-28.120293323647516
73,87.70409963672115,18.53717987403446,46.29585346820265,64.83303334223712,-25.166966657762885
74,87.18989367799149,30.880644959740266,43.95258007418607,74.83322503392634,-15.16677496607366
75,86.72099417900395,24.621143855621874,43.150107082095396,67.77125093771727,-22.22874906228273
76,86.87896861093043,24.625407948206295,43.13077904981561,67.7561869980219,-22.243813001978097
77,87.38549136817893,31.987322426007854,43.29990820896173,75.28723063496959,-14.712769365030411
78,87.05934200654896,22.636996255599755,43.445404728613646,66.0824009842134,-23.917599015786607
79,87.29818136831474,29.602442397493462,45.065494002384874,74.66793639987833,-15.332063600121671
80,85.60299850919188,13.400266898258458,33.913860354808826,47.314127253067284,-42.685872746932716
81,87.72984525191426,26.24341076220799,45.89675501297158,72.14016577517957,-17.859834224820432
82,87.02908968034826,19.552499522398527,40.91892700319825,60.471426525596776,-29.528573474403224
83,87.4635028514639,21.27936525227137,43.09033588955959,64.36970114183096,-25.63029885816904
84,87.16545227952287,28.838135348712623,40.516520812632635,69.35465616134526,-20.64534383865474
85,87.8509035342603,32.20560385521006,43.80118032182562,76.00678417703568,-13.993215822964316
86,85.8876276293421,0.0,36.566552419095444,36.566552419095444,-53.433447580904556
87,87.15562803187483,11.863944408945379,36.927499394283146,48.791443803228525,-41.208556196771475
88,87.14062891099813,0.0,40.7731959559683,40.7731959559683,-49.2268040440317
89,87.51774507107967,22.860947149567053,44.89999527136819,67.76094242093524,-22.239057579064763
90,87.57465074682351,29.615199515658052,42.44362442745561,72.05882394311367,-17.941176056886334
91,87.26235780512373,28.489366629468076,43.62006890664936,72.10943553611743,-17.89056446388257
92,87.32601960730042,0.0,41.457012433597086,41.457012433597086,-48.542987566402914
93,84.97095360161667,13.244833607347996,41.528121141973095,54.77295474932109,-35.22704525067891
94,86.73246997620538,25.20372468318353,43.306493486570744,68.51021816975427,-21.489781830245732
95,87.57034711351328,18.19961782998858,43.494644472142284,61.694262302130866,-28.305737697869134
96,86.66305824011522,30.454758296227237,43.04606825804339,73.50082655427063,-16.49917344572937
97,86.51128258249672,23.23568028497268,42.09099209260717,65.32667237757985,-24.673327622420146
98,87.80979074751657,25.196333355387846,44.527611186075106,69.72394454146296,-20.276055458537044
99,87.01207380658998,10.799829483489038,38.37641637884937,49.176245862338405,-40.823754137661595
100,87.24953742341451,14.605758467718866,42.52287729903926,57.12863576675812,-32.87136423324188
101,87.66237170944784,21.757956185479866,40.733205038345716,62.491161223825586,-27.508838776174414
102,87.9545265117966,28.24558831203832,40.07227017743696,68.31785848947528,-21.682141510524715
103,87.32340481591127,28.621722388103144,42.02563995943741,70.64736234754056,-19.352637652459435
104,87.61934270168491,28.019230805685797,40.811290278116786,68.83052108380258,-21.16947891619742
105,87.7162946525031,27.22451750515942,40.33648993974224,67.56100744490166,-22.438992555098338
106,86.62354751334057,30.56817554026613,43.12086870955603,73.68904424982216,-16.31095575017784
107,87.24599367966316,30.723931749220018,43.43467411380313,74.15860586302315,-15.841394136976845
108,85.96326511546052,13.937993412811762,42.99896169994234,56.936955112754106,-33.063044887245894
109,87.15732846331439,26.21126948874612,42.90387397551913,69.11514346426526,-20.88485653573474
110,88.08054231249493,29.83683074244221,34.16582787159823,64.00265861404044,-25.997341385959558
111,87.74112859584741,31.404764792557067,43.75328962687962,75.1580544194367,-14.841945580563305
112,87.84273608022728,27.49539531953204,44.46148856356982,71.95688388310187,-18.043116116898133
113,87.49068425204514,20.70445033730673,42.079726552583445,62.784176889890176,-27.215823110109824
114,87.7706145555744,23.82788594706294,30.270830926376988,54.098716873439926,-35.901283126560074
115,87.7556672984132,17.672935665873823,40.53701903057506,58.20995469644888,-31.790045303551118
116,87.14015604543185,24.946626266230094,40.76860453628671,65.7152308025168,-24.2847691974832
117,87.55749956840606,27.794984685545124,42.224097781704344,70.01908246724946,-19.98091753275054
118,86.61023983287794,25.07452610928685,41.65876892727511,66.73329503656197,-23.26670496343803
119,83.07313128515663,0.0,37.28495453180005,37.28495453180005,-52.71504546819995
120,86.26283912624147,28.70945854638178,40.27486721963787,68.98432576601965,-21.01567423398035
121,85.26574993512884,26.867619974486004,43.04781307116871,69.91543304565471,-20.08456695434529
122,86.43270863005948,8.418430940376586,41.60864984881672,50.027080789193306,-39.972919210806694
123,86.18440534259372,0.0,36.28910285920347,36.28910285920347,-53.71089714079653
124,87.30229046634436,30.08169981503584,43.65956140612772,73.74126122116357,-16.25873877883643
125,87.58187665415683,28.763480575109696,42.16513834236158,70.92861891747128,-19.071381082528717
126,87.0905562064627,30.61100255061609,42.917802554067855,73.52880510468394,-16.47119489531606
127,87.975049985264,33.638852262167866,42.68201367265501,76.32086593482288,-13.679134065177124
128,87.2812824614127,29.139328649256967,35.71851403584625,64.85784268510321,-25.142157314896792
129,86.90892740915602,30.145226626093898,43.22122284249251,73.36644946858641,-16.63355053141359
130,87.54069275951923,23.814150745161523,43.1762547737649,66.99040551892642,-23.009594481073577
131,87.13258600438624,26.31674188908209,41.733047407187954,68.04978929627003,-21.950210703729965
132,87.9565218339949,21.71582967132305,0.0,21.71582967132305,-68.28417032867695
133,87.10828538146018,13.451226254593188,42.61967607740726,56.07090233200045,-33.92909766799955
134,87.4797738075211,30.901049159748034,39.725422488267064,70.6264716480151,-19.373528351984902
135,87.89531249264884,30.88878120912786,39.154539401851316,70.04332061097918,-19.95667938902082
136,88.11607283979954,26.87049778683574,41.95589383101244,68.82639161784817,-21.173608382151826
137,87.69067994198731,0.0,46.41385018063653,46.41385018063653,-43.58614981936347
138,87.08109476772047,0.0,43.025857316096,43.025857316096,-46.974142683904
139,88.38041874580965,11.386659548304708,41.409293162209146,52.79595271051385,-37.20404728948615
140,87.09583786895823,29.033014540276618,42.700949837005126,71.73396437728175,-18.26603562271825
141,84.54790540342206,27.09779162560796,39.51980809040015,66.6175997160081,-23.3824002839919
142,87.11911894747342,25.29721977667402,42.995423730776906,68.29264350745092,-21.70735649254908
143,86.34044909660288,25.202857808348863,40.55969585666779,65.76255366501665,-24.237446334983346
144,87.75482947838785,27.700614737413037,42.81247566086949,70.51309039828253,-19.48690960171747
145,87.378742058364,27.75103215196561,43.898062529244505,71.64909468121012,-18.350905318789884
146,88.29561515222669,24.004322752533522,41.42540226135081,65.42972501388434,-24.570274986115663
147,87.81236951921589,29.75603871163197,38.64258689215673,68.3986256037887,-21.6013743962113
148,87.23552448179639,30.527103646179356,39.73457950373364,70.261683149913,-19.738316850087003
149,87.49943780616147,28.190312412172553,42.26764579604001,70.45795820821256,-19.54204179178744
150,87.6080507326051,22.689110420428342,40.762583248353444,63.451693668781786,-26.548306331218214
151,87.96055040426457,29.196736177684528,34.47825380464534,63.67498998232987,-26.32501001767013
152,87.63161304019332,32.482914430208844,43.805711865507966,76.28862629571681,-13.71137370428319
153,87.90775658617554,30.728330515712493,39.894324155734054,70.62265467144655,-19.377345328553446
154,87.41225658905918,14.893098080599085,41.121815363048775,56.014913443647856,-33.985086556352144
155,87.50274850103794,31.981886606971614,43.24489425889511,75.22678086586671,-14.773219134133285
156,88.123022755181,21.54340723757489,45.22118502791285,66.76459226548775,-23.23540773451225
157,87.30417369182173,27.902436942132567,44.00744308320535,71.90988002533791,-18.090119974662088
158,88.01866143927654,33.649595465431396,44.10506365302814,77.75465911845953,-12.245340881540471
159,87.57847178104805,29.99717677781209,43.29310257755189,73.29027935536398,-16.709720644636022
160,87.7111158622527,26.823475796361702,43.02325180644014,69.84672760280185,-20.15327239719815
161,87.52613607936266,29.63158339324027,44.51360128785874,74.14518468109901,-15.85481531890099
162,87.15775763436017,27.88008669277912,39.24830649019456,67.12839318297368,-22.87160681702632
163,87.17654348021277,30.054493957425848,41.93836517413615,71.992859131562,-18.007140868438
164,88.46308142417257,0.0,43.99363217428054,43.99363217428054,-46.00636782571946
165,86.4442715415402,14.29214571588566,40.194560831502436,54.486706547388096,-35.513293452611904
166,88.16148417585583,33.319542650619894,40.38126138281666,73.70080403343655,-16.299195966563445
167,87.6444850881411,30.40346620025854,41.32242421376925,71.72589041402779,-18.274109585972212
168,88.03609118618456,23.867444490755513,42.24723075255888,66.1146752433144,-23.885324756685606
169,87.66297050931058,26.735378299363465,43.80251029259374,70.5378885919572,-19.4621114080428
170,86.8748362049206,29.51185986050127,41.089166982358,70.60102684285927,-19.39897315714073
171,87.25430489861866,29.304950976304358,41.767451582598845,71.0724025589032,-18.927597441096793
172,87.0167966628989,29.94792481800883,43.072150559068,73.02007537707684,-16.979924622923164
173,87.32266005823982,23.105775547982603,41.48496224523154,64.59073779321415,-25.409262206785854
174,87.82633497858173,22.98523411842886,39.96133498724064,62.9465691056695,-27.053430894330504
175,87.85674508573338,33.90248008911108,44.40523613017107,78.30771621928216,-11.692283780717844
176,88.23594759893567,27.790399068084056,29.63061294710592,57.42101201518997,-32.57898798481003
177,87.6701028162644,26.214466436177563,42.77610202079794,68.99056845697551,-21.00943154302449
178,87.68181924875128,31.756376438745406,43.08798513910907,74.84436157785447,-15.155638422145529
179,87.36948969994025,34.12735174385974,44.60571589161022,78.73306763546995,-11.26693236453005
180,87.42208887883257,24.24876705483393,41.38073757118972,65.62950462602365,-24.370495373976354
181,88.2040525213462,34.31195638123596,38.188773310103734,72.5007296913397,-17.4992703086603
182,87.79446361575124,31.213272777345807,41.03521818578968,72.24849096313548,-17.75150903686452
183,87.66596321552987,30.175381667691113,44.015902435005295,74.19128410269641,-15.808715897303586
184,88.379612375348,27.63726452046859,41.388448550776225,69.02571307124481,-20.97428692875519
185,87.85092030857936,30.795550307964668,43.088643523484166,73.88419383144884,-16.11580616855116
186,87.7559103616937,14.60737695888101,43.02183299414514,57.629209953026155,-32.370790046973845
187,87.071258555382,32.00765629631422,41.428655887052145,73.43631218336637,-16.56368781663363
188,87.92548324530453,34.55116122041966,34.905504348422504,69.45666556884217,-20.54333443115783
189,88.10250824544977,33.904378185475885,42.66806366249913,76.57244184797501,-13.427558152024986
190,88.3760650573251,30.98561835376733,33.895616103107585,64.88123445687492,-25.11876554312508
191,87.599131372465,32.813923777995505,42.499667152040914,75.31359093003641,-14.686409069963588
192,87.89685500728018,32.41304204809562,42.52909364859974,74.94213569669536,-15.05786430330464
193,86.61354272046594,26.791383810032865,41.98969030380774,68.7810741138406,-21.218925886159397
194,87.5727031090711,30.817637521022984,42.77279640823195,73.59043392925493,-16.409566070745072
195,86.69076755985276,21.241679097910957,41.485058880488914,62.72673797839987,-27.273262021600132
196,88.03755723612889,26.314989540014036,41.39402689498692,67.70901643500096,-22.29098356499904
197,88.33987960114361,33.250504026596126,42.80343650428482,76.05394053088094,-13.946059469119064
198,88.27350608919954,34.029236043846765,42.295978447325055,76.32521449117182,-13.67478550882818
199,87.57356654926635,34.77003668455542,42.975627814757594,77.74566449931302,-12.254335500686977
200,88.01663810726126,28.561734406060527,40.7939207668056,69.35565517286612,-20.644344827133878
201,88.03392089009314,30.626807865346304,42.49637820442748,73.12318606977378,-16.87681393022622
202,87.28167132479717,31.639346734754156,42.24319968827361,73.88254642302778,-16.117453576972224
203,87.5995763472272,34.98168169602791,44.25353942278715,79.23522111881506,-10.764778881184938
204,86.66803759900561,28.121682269990544,42.857479777065954,70.97916204705649,-19.02083795294351
205,88.06248887517889,32.39699310193665,38.535080051415754,70.9320731533524,-19.067926846647595
206,88.02169080244528,34.52888193928086,34.96432752851192,69.49320946779278,-20.50679053220722
207,88.32075911017364,31.29067412957402,39.35590692696656,70.64658105654058,-19.353418943459417
208,88.07792115025634,32.976973975473854,40.14151306291823,73.11848703839209,-16.88151296160791
209,88.1821314724359,30.39324704387602,39.14146710194137,69.53471414581739,-20.46528585418261
210,87.50241746505003,34.58192725872999,42.28774963635852,76.8696768950885,-13.130323104911497
211,86.995059210388,27.257952790224085,40.160383531957436,67.41833632218152,-22.581663677818483
212,87.75164145710345,35.59444515231119,42.46902695429442,78.06347210660562,-11.936527893394384
213,88.13434837736487,35.87441029670137,40.14371002559858,76.01812032229995,-13.98187967770005
214,87.30855380083025,22.21025558814319,43.02613091310982,65.23638650125301,-24.76361349874699
215,86.94378717889295,27.195820565274214,41.30244211702913,68.49826268230335,-21.50173731769665
216,88.20718042870134,34.915495896808274,43.112951705263384,78.02844760207165,-11.971552397928349
217,88.18287473396475,0.0,42.905050558218385,42.905050558218385,-47.094949441781615
218,87.6096258261374,30.602147260843022,41.318983313532925,71.92113057437595,-18.07886942562405
219,88.07248144720897,32.96676624499769,43.72080046665376,76.68756671165146,-13.312433288348544
220,87.94901973921782,33.74486537085569,42.511150569144235,76.25601593999993,-13.743984060000074
221,88.12854932328028,31.452167246867532,38.83666336359623,70.28883061046376,-19.711169389536238
222,88.00432438641268,34.018463778119,37.07447975750159,71.09294353562059,-18.90705646437941
223,88.0489555351353,34.56622899521448,39.90375933734888,74.46998833256336,-15.53001166743664
224,87.86656850285928,32.954967405354,44.412401104000296,77.36736850935429,-12.632631490645707
225,87.6691125685759,33.4936547672615,42.73477222119883,76.22842698846034,-13.771573011539658
226,87.52687654161282,32.3387733849307,42.10220580206765,74.44097918699835,-15.559020813001652
227,87.94590318399061,29.914329501735423,37.1986757554477,67.11300525718312,-22.88699474281688
228,88.29047906452769,36.41906505763999,43.30673986346866,79.72580492110865,-10.274195078891353
229,88.66649406957589,31.37046125862481,0.0,31.37046125862481,-58.629538741375185
230,88.17536840418046,33.021938354947366,42.869923724373834,75.8918620793212,-14.1081379206788
231,88.39568068272405,33.91885743513777,43.507667167851324,77.42652460298909,-12.57347539701091
232,88.05950914190922,34.94341550131854,42.76157502284526,77.7049905241638,-12.295009475836196
233,88.53685481282467,35.533717850610195,44.48639209343842,80.02010994404861,-9.979890055951387
234,88.27033910723912,32.815609412473094,34.74208389376618,67.55769330623927,-22.442306693760727
235,88.32666926911638,27.731636811107858,33.02833048806657,60.759967299174434,-29.240032700825566
236,87.95202762729497,26.733731490906646,42.5083579853672,69.24208947627385,-20.757910523726153
237,87.84915265896916,34.027299843848105,39.19430802113514,73.22160786498324,-16.77839213501676
238,87.12326948876584,30.723213746372668,43.79159716458785,74.51481091096052,-15.48518908903948
239,88.14775434743844,30.744587992099753,42.09769147210336,72.8422794642031,-17.157720535796898
240,88.14389539778364,27.459932911778417,42.128739981687325,69.58867289346574,-20.41132710653426
241,88.14875777042336,33.267799471115126,35.52848251468872,68.79628198580384,-21.203718014196156
242,87.91961110158236,24.97759194854246,43.34327899159726,68.32087094013971,-21.679129059860287
243,87.92557498875931,31.383301605971766,38.67578303762046,70.05908464359223,-19.94091535640777
244,87.97477981109667,33.160766902892576,41.94916123489707,75.10992813778964,-14.890071862210362
245,87.88895036965397,34.211659863991976,43.06858508351593,77.2802449475079,-12.719755052492104
246,88.16186705895988,32.34829146394304,40.57438399121472,72.92267545515776,-17.07732454484224
247,88.6593785613843,33.96740315454679,40.06768672194857,74.03508987649536,-15.964910123504637
248,87.90092646335943,32.5943949712641,41.13117258070473,73.72556755196882,-16.274432448031178
249,87.03025977184946,32.39444236240003,41.819267350686076,74.2137097130861,-15.786290286913896
250,87.66384547263927,29.998524902323467,40.599819360696,70.59834426301947,-19.40165573698053
251,87.81133317316868,29.37277939435534,42.72426346357214,72.09704285792748,-17.902957142072523
252,88.33624829024299,32.15633738320799,37.622524907469376,69.77886229067737,-20.221137709322633
253,88.03137314877571,33.486086764211215,41.10545329898748,74.59154006319869,-15.408459936801307
254,88.10490894657238,30.71506702553782,44.840305238475636,75.55537226401346,-14.444627735986543
255,88.00034535604217,31.108893716427556,36.0010326470673,67.10992636349485,-22.89007363650515
256,88.52353409099307,32.20228425800305,32.684644916537565,64.88692917454061,-25.11307082545939
257,88.55696705262113,30.786298221924206,35.01222592526924,65.79852414719345,-24.201475852806553
258,87.43968986179925,23.043497271500456,41.86647443547504,64.9099717069755,-25.090028293024503
259,88.48246608676625,33.659677938448574,41.63031658587831,75.28999452432689,-14.710005475673114
260,88.41085730952645,28.646834243768883,35.598203643518765,64.24503788728765,-25.75496211271235
261,88.60083614504936,32.15322125969121,44.635883941442216,76.78910520113342,-13.210894798866576
262,87.72790470378936,34.64757145485119,41.7493532907079,76.39692474555909,-13.60307525444091
